67,52309,2
67,56069,2
67,76691,3
67,89044,3
67,90562,3
67,90578,3
67,101998,5
68,15430,5
68,31660,3
68,36657,1
68,55446,3
68,60465,1
68,62332,1
68,74803,1
68,82342,2
68,103263,2
68,110142,1
69,926,5
69,36341,5
69,37939,4
69,43428,5
69,66869,5
69,67506,5
69,72734,4
69,83517,5
69,83777,5
69,122703,5
70,1831,5
70,1898,5
70,14956,5
70,30952,4
70,43021,4
70,45839,3
70,68057,5
70,68629,4
70,81941,4
70,105702,5
71,11922,2
71,21952,5
71,33584,4
71,56460,4
71,58534,1
71,72964,5
71,75762,4
71,86937,5
71,88023,4
71,95405,5
72,15503,5
72,19920,3
72,39258,4
72,51388,3
72,51633,5
72,53570,1
72,84625,1
72,108255,4
72,123130,4
72,127672,4
73,14752,5
73,25603,4
73,27223,4
73,35972,1
73,38550,5
73,59014,1
73,71582,4
73,74640,4
73,109683,3
73,122545,5
74,18834,3
74,24317,5
74,36752,3
74,61564,1
74,72357,3
74,93546,3
74,111990,1
74,119573,1
74,134456,1
74,135217,1
75,9317,2
75,16716,1
75,38174,4
75,47762,4
75,60936,5
75,63514,2
75,69291,3
75,79004,3
75,87688,1
75,99279,5
76,22432,3
76,39362,5
76,55533,1
76,64877,5
76,84689,5
76,95789,5
76,109752,5
76,111043,4
76,128758,5
76,129625,5
77,7976,3
77,29274,5
77,60568,5
77,76633,1
77,76873,5
77,78530,5
77,88226,5
77,95789,5
77,97799,5
77,109372,5
78,23686,2
78,26339,4
78,47382,1
78,48344,4
78,67010,1
78,71586,1
78,78456,4
78,98761,1
78,116917,4
78,134076,3
79,2291,5
79,19248,3
79,19984,5
79,21561,3
79,49507,3
79,62450,4
79,65444,4
79,90680,2
79,112052,4
79,129353,3
80,18161,4
80,28985,5
80,41102,5
80,55622,5
80,74793,4
80,75248,5
80,81638,5
80,119136,2
80,119332,4
80,134149,2
81,1826,3
81,8658,2
81,37201,2
81,62770,3
81,72693,1
81,82804,1
81,83489,3
81,96037,1
81,128445,2
81,130700,5
82,4146,3
82,6248,4
82,25774,2
82,26107,2
82,39847,3
82,84964,4
82,85111,2
82,97566,4
82,99374,2
82,113891,4
83,17227,1
83,22763,1
83,25556,1
83,74249,1
83,102784,5
83,106968,5
83,108430,1
83,124048,5
83,124219,1
83,136196,1
84,54555,4
84,58341,4
84,69564,4
84,71373,4
84,77424,5
84,109261,5
84,113895,4
84,114323,5
84,126303,5
84,127935,5
85,911,4
85,43267,4
85,71566,5
85,76598,4
85,82842,5
85,83473,4
85,84307,3
85,91575,4
85,93719,3
85,114298,3
86,1132,5
86,19477,5
86,38397,1
86,46790,1
86,49029,2
86,54776,5
86,58246,5
86,75053,2
86,83932,2
86,122243,5
87,3685,5
87,8505,5
87,17312,5
87,40738,4
87,41861,5
87,69514,4
87,82302,5
87,90699,5
87,127373,5
87,128487,4
88,3199,2
88,29721,4
88,33164,1
88,73607,2
88,85137,1
88,94141,3
88,118295,3
88,119697,1
88,128481,1
88,135764,2
89,18161,3
89,30268,3
89,42913,3
89,55418,3
89,76842,4
89,82781,2
89,95963,2
89,106318,2
89,133521,2
89,133826,4
90,19593,5
90,26608,5
90,57317,5
90,65128,5
90,68234,5
90,68900,5
90,71021,5
90,77182,5
90,119136,5
90,135532,5
91,3058,1
91,28056,1
91,29808,5
91,31244,3
91,37963,4
91,45960,3
91,56336,5
91,66767,2
91,72656,5
91,103889,5
92,12568,5
92,19290,5
92,54042,1
92,75632,1
92,89148,3
92,114925,1
92,118870,3
92,129226,5
92,130360,5
92,130458,3
93,43266,5
93,54776,5
93,62345,3
93,73622,5
93,94132,3
93,101274,5
93,108424,5
93,114998,3
93,116763,4
93,119136,1
94,10209,5
94,35432,3
94,37393,5
94,59552,4
94,78724,5
94,81952,4
94,92523,3
94,95712,2
94,114597,5
94,117574,5
95,2909,1
95,10296,2
95,10714,1
95,23157,1
95,62570,1
95,76861,1
95,98746,1
95,103714,1
95,109527,1
95,135019,1
96,1395,5
96,34580,4
96,65628,4
96,83658,5
96,97148,5
96,99026,5
96,110210,5
96,116571,4
96,118310,3
96,130151,5
97,578,5
97,2705,5
97,27222,5
97,44970,5
97,53477,4
97,74452,5
97,75443,5
97,113954,5
97,118080,4
97,128871,5
98,15938,2
98,17742,3
98,26302,5
98,26374,5
98,44545,5
98,54174,5
98,96449,3
98,103398,4
98,111316,5
98,114810,5
99,28592,5
99,29177,5
99,54776,2
99,67017,5
99,89164,5
99,89919,5
99,102812,5
99,103291,5
99,108323,5
99,120880,5
100,5314,1
100,8158,4
100,9227,1
100,26943,1
100,40710,5
100,58906,5
100,119716,1
100,120836,5
100,130132,1
100,130522,5
101,4866,1
101,46103,5
101,62332,5
101,64918,5
101,74608,1
101,86668,1
101,88424,1
101,111082,1
101,121314,5
101,124863,5
102,21703,4
102,23407,5
102,34006,1
102,35316,3
102,41203,5
102,45756,5
102,66813,2
102,95334,2
102,98606,4
102,119974,4
103,40037,1
103,51615,3
103,52611,4
103,58208,1
103,63599,4
103,83991,4
103,84334,5
103,95489,3
103,100981,2
103,129203,4
104,19105,4
104,22521,1
104,53410,3
104,70442,5
104,73282,1
104,98808,1
104,101848,3
104,113095,5
104,116846,5
104,129319,1
105,30739,5
105,31095,5
105,60943,5
105,99060,5
105,101327,5
105,109437,5
105,124398,5
105,131018,5
105,134015,5
105,134572,5
106,1852,4
106,33029,1
106,34718,1
106,49739,1
106,53076,4
106,60424,1
106,67762,1
106,81033,2
106,127590,1
106,129884,3
107,9837,4
107,17227,1
107,22807,3
107,63101,5
107,64045,5
107,79323,1
107,97414,1
107,101719,4
107,107324,5
107,126757,5
108,12714,5
108,15041,5
108,27013,5
108,40166,5
108,42099,5
108,61296,1
108,81086,5
108,87894,5
108,107709,5
108,133883,5
109,16794,3
109,17746,3
109,29356,3
109,55240,5
109,62250,4
109,67119,4
109,92881,3
109,97414,3
109,105265,3
109,124832,4
110,22746,4
110,28102,1
110,63017,5
110,68572,4
110,71582,5
110,83991,3
110,90915,5
110,101890,5
110,113227,1
110,114846,1
111,14372,5
111,33512,5
111,42099,5
111,55802,5
111,71605,5
111,83676,5
111,93047,5
111,95463,5
111,106317,5
111,129927,5
112,14933,5
112,19290,5
112,25602,2
112,45212,2
112,53378,3
112,80450,5
112,98459,4
112,108643,5
112,130850,3
112,135135,2
113,2798,5
113,6337,5
113,41748,5
113,44466,5
113,74247,1
113,93703,4
113,115082,1
113,116053,3
113,119577,5
113,126757,5
114,2552,5
114,3987,2
114,16548,4
114,31496,5
114,41963,4
114,44617,2
114,60994,5
114,74249,5
114,85295,2
114,88672,1
115,12408,1
115,22536,1
115,56440,5
115,62954,1
115,75059,4
115,75422,1
115,87697,2
115,103962,1
115,107772,1
115,132386,2
116,11679,1
116,15635,2
116,24303,1
116,69569,2
116,74342,3
116,75956,1
116,96122,2
116,103401,1
116,107927,1
116,111606,3
117,2126,4
117,16719,5
117,38102,5
117,62727,4
117,63701,5
117,89635,5
117,95064,5
117,117478,1
117,123914,5
117,127814,5
118,39479,4
118,49904,3
118,50101,4
118,62400,4
118,69336,4
118,72017,1
118,73503,1
118,78677,4
118,91657,3
118,114408,4
119,259,1
119,4381,3
119,14648,2
119,52341,3
119,56750,1
119,61853,3
119,63546,5
119,79357,3
119,86615,3
119,121294,5
120,6337,5
120,13873,5
120,41672,5
120,47587,5
120,62419,5
120,66758,5
120,103137,5
120,112023,4
120,116995,5
120,134074,5
121,7633,1
121,21147,3
121,28392,1
121,77476,1
121,80557,2
121,94305,1
121,95665,5
121,103319,2
121,129857,1
121,131131,5
122,13843,1
122,16794,1
122,60465,1
122,60888,1
122,77916,1
122,79451,1
122,92423,1
122,105742,1
122,122497,1
122,123794,1
123,16578,3
123,32275,4
123,68033,4
123,77264,5
123,87233,5
123,92107,4
123,96373,5
123,111524,5
123,121968,5
123,126801,4
124,11855,4
124,28547,5
124,33079,4
124,57231,4
124,107562,5
124,119107,4
124,120131,3
124,122815,3
124,125180,3
124,130435,3
125,4786,4
125,8845,4
125,29331,4
125,52921,3
125,73777,4
125,80756,4
125,91863,2
125,109228,5
125,113032,5
125,120008,5
126,7487,2
126,14402,1
126,19570,2
126,19604,4
126,82156,5
126,104180,2
126,113572,1
126,113756,5
126,118998,3
126,122811,5
127,10887,1
127,19090,1
127,22746,1
127,26703,1
127,50055,1
127,51655,1
127,70885,1
127,93472,1
127,104684,1
127,122933,1
128,12872,5
128,35645,4
128,51809,2
128,52671,5
128,58416,3
128,90422,4
128,91888,4
128,114366,5
128,118663,4
128,128314,4
129,25869,4
129,45059,1
129,50558,1
129,55438,5
129,58246,5
129,67423,5
129,73622,5
129,74752,5
129,75053,5
129,114005,5
130,26812,5
130,38397,1
130,41251,2
130,43163,4
130,61067,4
130,74845,3
130,82234,5
130,86756,2
130,110863,5
130,120971,5
131,4453,4
131,17848,5
131,67065,2
131,74249,4
131,92881,5
131,96148,5
131,103896,3
131,113689,5
131,124014,3
131,132680,4
132,910,5
132,5861,1
132,11396,5
132,29424,1
132,31050,1
132,31803,1
132,70017,4
132,82112,1
132,99741,5
132,130353,5
133,345,5
133,413,5
133,9681,1
133,30173,5
133,41513,5
133,41672,3
133,60193,1
133,62447,2
133,120727,1
133,129203,5
134,9362,1
134,30967,2
134,52379,1
134,54042,3
134,65693,1
134,91888,1
134,102843,5
134,116881,3
134,123897,2
134,131414,5
135,19235,4
135,21543,2
135,42109,4
135,45375,2
135,48168,5
135,57692,4
135,63270,2
135,71036,3
135,71395,5
135,121729,2
136,4943,1
136,4976,5
136,10867,5
136,11912,3
136,17410,3
136,51936,4
136,52280,5
136,55360,5
136,89912,2
136,113452,5
137,8063,2
137,20540,3
137,43022,5
137,44885,2
137,46271,3
137,51469,4
137,61480,5
137,63638,5
137,76071,4
137,97767,5
138,20546,5
138,47442,5
138,55058,1
138,64009,5
138,75173,5
138,77710,1
138,80612,1
138,125674,2
138,128197,5
138,135135,4
139,12180,1
139,19102,4
139,21255,5
139,27636,5
139,38282,5
139,41413,4
139,83543,5
139,90454,4
139,93573,1
139,98767,5
140,4453,5
140,17032,5
140,20274,5
140,21608,5
140,33101,5
140,65128,5
140,80060,5
140,81748,5
140,88890,5
140,124296,5
141,10472,5
141,13094,5
141,42941,5
141,45472,5
141,54456,5
141,59634,5
141,70804,5
141,106571,5
141,123041,5
141,132640,5
142,9021,5
142,12894,5
142,40712,5
142,57230,5
142,74883,5
142,79224,5
142,126106,5
142,126300,5
142,130107,5
142,132944,3
143,911,4
143,6248,5
143,22746,1
143,61240,4
143,71631,5
143,94196,4
143,94977,4
143,95432,4
143,121535,4
143,127717,4
144,9539,5
144,17962,1
144,30049,5
144,45839,2
144,67179,5
144,82156,5
144,89139,5
144,103693,2
144,129123,4
144,135212,5
145,14451,1
145,17320,5
145,54152,5
145,58725,5
145,82743,1
145,92881,5
145,95484,5
145,95670,1
145,100676,1
145,101523,1
146,33450,2
146,58867,3
146,61102,2
146,67895,4
146,68215,2
146,76312,2
146,83760,2
146,115244,2
146,122632,3
146,133445,2
147,15769,5
147,18937,5
147,24029,5
147,47481,5
147,62099,5
147,83695,5
147,88167,5
147,117742,5
147,125956,5
147,127672,5
148,15487,5
148,77004,5
148,82448,5
148,82822,5
148,103239,5
148,106337,5
148,109813,5
148,114925,5
148,119781,5
148,134163,5
149,12331,5
149,13644,5
149,35186,4
149,40380,5
149,40886,4
149,47566,5
149,52610,5
149,65207,5
149,85979,4
149,123117,4
150,4566,3
150,14998,5
150,37249,5
150,49913,5
150,52523,1
150,55760,3
150,70410,1
150,95977,5
150,111101,5
150,120604,5
151,4889,1
151,36254,1
151,36657,1
151,56660,1
151,59677,3
151,69007,1
151,77476,4
151,99285,3
151,109437,3
151,115947,3
152,413,1
152,13859,5
152,15597,2
152,24427,5
152,29837,1
152,35350,5
152,53560,1
152,68799,5
152,86790,1
152,126885,5
153,14193,2
153,52177,1
153,67489,2
153,76654,5
153,85295,1
153,96955,5
153,100616,1
153,125873,4
153,132302,1
153,134156,1
154,8063,5
154,18424,4
154,42762,1
154,70805,4
154,72309,5
154,90239,5
154,115160,5
154,116008,1
154,124132,5
154,134999,1
155,26325,1
155,26608,4
155,30273,5
155,43624,3
155,56453,5
155,70235,1
155,75443,4
155,79757,3
155,89408,5
155,116219,5
156,5003,1
156,10103,2
156,12513,1
156,32160,3
156,46755,2
156,52589,5
156,52964,3
156,56462,5
156,80391,1
156,124558,5
157,4692,5
157,38469,5
157,38546,5
157,56292,5
157,59852,5
157,81943,5
157,88485,5
157,110256,1
157,114848,5
157,131629,5
158,18812,5
158,25071,5
158,26191,4
158,27616,5
158,34380,5
158,46767,5
158,48198,5
158,78724,5
158,119252,3
158,128037,5
159,7002,1
159,22746,5
159,41233,1
159,48895,1
159,64088,1
159,86079,2
159,97414,1
159,116347,1
159,119577,2
159,123702,5
160,4881,5
160,17497,5
160,31074,5
160,34311,5
160,56010,5
160,67351,5
160,88076,5
160,109346,5
160,120762,5
160,121000,5
161,776,3
161,13859,3
161,54042,4
161,60465,5
161,83661,5
161,90409,5
161,100143,4
161,127760,3
161,133888,4
161,135513,3
162,18663,4
162,30755,4
162,40336,5
162,48731,3
162,68059,5
162,104960,4
162,111577,3
162,117742,4
162,128174,2
162,129319,4
163,34898,1
163,53636,2
163,56577,3
163,78360,2
163,83771,3
163,95539,1
163,102867,1
163,110166,3
163,112842,3
163,133200,3
164,619,5
164,43893,5
164,45896,5
164,52976,5
164,70720,1
164,75077,2
164,97198,1
164,100616,4
164,127159,1
164,127725,2
165,3507,1
165,29440,2
165,52623,2
165,72327,1
165,85509,1
165,97525,1
165,101271,1
165,105946,1
165,128445,1
165,129203,1
166,2726,2
166,12575,5
166,19441,5
166,38876,1
166,83829,5
166,84214,5
166,86341,5
166,100436,5
166,101132,5
166,119103,1
167,4755,4
167,7505,1
167,17967,1
167,19299,5
167,37783,1
167,49173,4
167,61531,5
167,78583,1
167,89689,5
167,129956,5
168,30256,3
168,38465,2
168,38876,3
168,45059,2
168,48921,3
168,79323,3
168,83658,3
168,93000,3
168,95712,2
168,110476,3
169,7000,1
169,18927,1
169,19655,1
169,77326,5
169,80428,1
169,91033,5
169,95734,5
169,96983,1
169,106224,5
169,123403,5
170,605,3
170,17909,5
170,44159,2
170,46679,5
170,47780,1
170,61155,5
170,82467,5
170,87663,4
170,115377,2
170,136406,3
171,14794,5
171,31784,4
171,34208,2
171,66046,2
171,66123,5
171,68553,5
171,78012,5
171,80540,4
171,96579,3
171,118524,5
172,3320,3
172,4933,5
172,9488,5
172,13674,1
172,55313,4
172,55356,4
172,62526,4
172,72523,5
172,80521,4
172,122861,2
173,7240,4
173,24422,4
173,34719,4
173,47723,4
173,57651,3
173,60465,5
173,70117,5
173,93178,3
173,116601,4
173,133219,5
174,2552,4
174,25820,4
174,26192,4
174,41485,4
174,41585,4
174,62526,3
174,67351,4
174,86910,4
174,96031,2
174,126377,4
175,38852,5
175,43974,5
175,53089,5
175,63836,5
175,74683,5
175,84601,5
175,90366,5
175,97179,5
175,107674,5
175,122890,5
176,27852,5
176,42777,5
176,43455,5
176,59432,5
176,61317,5
176,82731,5
176,87804,5
176,102503,5
176,133713,5
176,136270,5
177,9033,4
177,9336,4
177,14641,5
177,38557,5
177,54837,3
177,59736,4
177,81596,5
177,102444,5
177,112191,5
177,132633,5
178,1815,3
178,3063,4
178,22763,3
178,37039,3
178,50884,3
178,59438,2
178,62954,5
178,93246,3
178,115649,5
178,119906,5
179,107,1
179,208,1
179,16550,5
179,36253,5
179,54004,5
179,63172,5
179,72859,1
179,103457,1
179,105829,1
179,113015,1
180,23429,4
180,28515,4
180,43337,5
180,59921,4
180,60970,5
180,63771,3
180,91137,4
180,101440,4
180,116336,4
180,116345,5
181,9441,2
181,12130,2
181,37596,1
181,74807,1
181,87210,1
181,114432,1
181,129068,1
181,133098,2
181,133922,1
181,136571,2
182,8307,1
182,23208,1
182,29331,1
182,59641,4
182,60720,2
182,68960,1
182,74490,1
182,100072,5
182,100302,4
182,130421,2
183,6151,2
183,9507,1
183,20257,2
183,30173,1
183,72423,2
183,94628,1
183,97232,1
183,105078,4
183,134074,1
183,134732,1
184,9114,1
184,26806,1
184,60888,1
184,61449,3
184,76071,3
184,105213,1
184,106768,1
184,119034,4
184,135431,3
184,135591,1
185,843,5
185,6254,3
185,18161,3
185,42590,2
185,49140,3
185,58897,4
185,79702,3
185,81177,5
185,96217,3
185,134564,3
186,13323,5
186,31639,2
186,46475,3
186,58592,4
186,86493,1
186,88669,4
186,94477,3
186,98558,4
186,123762,5
186,127259,1
187,13142,5
187,24649,5
187,37226,5
187,40287,5
187,48630,5
187,62419,5
187,88514,4
187,98779,3
187,107882,5
187,115578,5
188,1682,2
188,5102,2
188,61532,5
188,64549,2
188,66382,5
188,88777,3
188,109842,5
188,114802,5
188,128445,5
188,130858,2
189,9586,1
189,22763,1
189,33268,4
189,66621,1
189,70721,1
189,75038,4
189,90897,1
189,113339,1
189,126772,1
189,132572,3
190,7167,4
190,29644,5
190,30268,5
190,34501,5
190,41760,5
190,49103,5
190,74377,4
190,115603,5
190,118596,5
190,128772,5
191,1653,1
191,17369,1
191,61261,5
191,70786,4
191,86345,3
191,94585,4
191,106266,1
191,117044,4
191,120268,4
191,120276,1
192,9253,5
192,11386,5
192,54792,5
192,68234,5
192,77916,5
192,78960,1
192,95927,5
192,112564,5
192,116053,5
192,131375,5
193,3525,1
193,10454,1
193,18878,5
193,41347,5
193,53334,1
193,56660,3
193,68572,1
193,78012,4
193,133573,1
193,134732,3
194,568,5
194,7323,5
194,31640,5
194,56294,5
194,72017,5
194,89124,5
194,113367,5
194,120880,2
194,126260,5
194,135018,5
195,2033,3
195,2111,3
195,18137,2
195,22175,3
195,32710,5
195,62172,2
195,62443,2
195,68641,3
195,103799,3
195,124519,5
196,20793,1
196,21667,4
196,32496,5
196,55122,5
196,62872,5
196,70886,5
196,73182,5
196,81560,5
196,89284,3
196,111323,1
197,33584,1
197,34759,1
197,36561,5
197,41060,1
197,65720,5
197,89139,1
197,98121,1
197,101528,5
197,111606,1
197,126952,1
198,783,5
198,35250,4
198,36044,5
198,51936,5
198,71835,5
198,80892,5
198,86255,5
198,100166,5
198,102688,5
198,128429,5
199,12709,5
199,14284,2
199,14933,2
199,16765,5
199,43827,2
199,46153,3
199,52770,4
199,70720,3
199,87486,3
199,105421,2
200,24516,5
200,26648,5
